Latitude,Longitude,Year,Date,Time,DateT,UTC1,TIME,sunrise,sunset,daylight
67.005335,-57.73038833333333,2022,1/11/2022,6:40:0,2022-11-01T06:40:00Z,2022-11-01 06:40,06:40:00,09:00:00,2023-04-03T23:00:00Z,0
67.00628833333333,-57.72993833333334,2022,1/11/2022,6:41:1,2022-11-01T06:41:01Z,2022-11-01 06:41,06:41:01,09:00:00,2023-04-03T23:00:00Z,0
67.00720666666666,-57.72955,2022,1/11/2022,6:42:1,2022-11-01T06:42:01Z,2022-11-01 06:42,06:42:01,09:00:00,2023-04-03T23:00:00Z,0
67.00814333333334,-57.72917666666667,2022,1/11/2022,6:43:1,2022-11-01T06:43:01Z,2022-11-01 06:43,06:43:01,09:00:00,2023-04-03T23:00:00Z,0
67.00908333333334,-57.728921666666665,2022,1/11/2022,6:44:1,2022-11-01T06:44:01Z,2022-11-01 06:44,06:44:01,09:00:00,2023-04-03T23:00:00Z,0
67.00998166666666,-57.72866666666667,2022,1/11/2022,6:45:0,2022-11-01T06:45:00Z,2022-11-01 06:45,06:45:00,09:00:00,2023-04-03T23:00:00Z,0
67.01084833333333,-57.728321666666666,2022,1/11/2022,6:46:0,2022-11-01T06:46:00Z,2022-11-01 06:46,06:46:00,09:00:00,2023-04-03T23:00:00Z,0
67.011605,-57.72787,2022,1/11/2022,6:47:0,2022-11-01T06:47:00Z,2022-11-01 06:47,06:47:00,09:00:00,2023-04-03T23:00:00Z,0
67.01240666666666,-57.72752333333333,2022,1/11/2022,6:48:0,2022-11-01T06:48:00Z,2022-11-01 06:48,06:48:00,09:00:00,2023-04-03T23:00:00Z,0
67.013255,-57.727266666666665,2022,1/11/2022,6:49:0,2022-11-01T06:49:00Z,2022-11-01 06:49,06:49:00,09:00:00,2023-04-03T23:00:00Z,0
67.01410666666666,-57.726935,2022,1/11/2022,6:50:0,2022-11-01T06:50:00Z,2022-11-01 06:50,06:50:00,09:00:00,2023-04-03T23:00:00Z,0
67.01496166666666,-57.72657,2022,1/11/2022,6:51:1,2022-11-01T06:51:01Z,2022-11-01 06:51,06:51:01,09:00:00,2023-04-03T23:00:00Z,0
67.01581833333333,-57.726168333333334,2022,1/11/2022,6:52:0,2022-11-01T06:52:00Z,2022-11-01 06:52,06:52:00,09:00:00,2023-04-03T23:00:00Z,0
67.01668166666667,-57.72575333333333,2022,1/11/2022,6:53:0,2022-11-01T06:53:00Z,2022-11-01 06:53,06:53:00,09:00:00,2023-04-03T23:00:00Z,0
67.01761166666667,-57.72549333333333,2022,1/11/2022,6:54:1,2022-11-01T06:54:01Z,2022-11-01 06:54,06:54:01,09:00:00,2023-04-03T23:00:00Z,0
67.01856666666667,-57.725135,2022,1/11/2022,6:55:0,2022-11-01T06:55:00Z,2022-11-01 06:55,06:55:00,09:00:00,2023-04-03T23:00:00Z,0
67.01944333333333,-57.72483666666667,2022,1/11/2022,6:56:0,2022-11-01T06:56:00Z,2022-11-01 06:56,06:56:00,09:00:00,2023-04-03T23:00:00Z,0
67.02027666666666,-57.724495,2022,1/11/2022,6:57:0,2022-11-01T06:57:00Z,2022-11-01 06:57,06:57:00,09:00:00,2023-04-03T23:00:00Z,0
67.02117333333334,-57.72426,2022,1/11/2022,6:58:1,2022-11-01T06:58:01Z,2022-11-01 06:58,06:58:01,09:00:00,2023-04-03T23:00:00Z,0
67.02200833333333,-57.723951666666665,2022,1/11/2022,6:59:1,2022-11-01T06:59:01Z,2022-11-01 06:59,06:59:01,09:00:00,2023-04-03T23:00:00Z,0
67.022855,-57.723488333333336,2022,1/11/2022,7:0:1,2022-11-01T07:00:01Z,2022-11-01 07:00,07:00:01,09:00:00,2023-04-03T23:00:00Z,0
67.023745,-57.72315833333333,2022,1/11/2022,7:1:0,2022-11-01T07:01:00Z,2022-11-01 07:01,07:01:00,09:00:00,2023-04-03T23:00:00Z,0
67.02467,-57.72277,2022,1/11/2022,7:2:1,2022-11-01T07:02:01Z,2022-11-01 07:02,07:02:01,09:00:00,2023-04-03T23:00:00Z,0
67.02563166666667,-57.722438333333336,2022,1/11/2022,7:3:0,2022-11-01T07:03:00Z,2022-11-01 07:03,07:03:00,09:00:00,2023-04-03T23:00:00Z,0
67.02654666666666,-57.721983333333334,2022,1/11/2022,7:4:0,2022-11-01T07:04:00Z,2022-11-01 07:04,07:04:00,09:00:00,2023-04-03T23:00:00Z,0
67.02742,-57.72150166666667,2022,1/11/2022,7:5:0,2022-11-01T07:05:00Z,2022-11-01 07:05,07:05:00,09:00:00,2023-04-03T23:00:00Z,0
67.028325,-57.721151666666664,2022,1/11/2022,7:6:0,2022-11-01T07:06:00Z,2022-11-01 07:06,07:06:00,09:00:00,2023-04-03T23:00:00Z,0
67.02921,-57.72072166666667,2022,1/11/2022,7:7:0,2022-11-01T07:07:00Z,2022-11-01 07:07,07:07:00,09:00:00,2023-04-03T23:00:00Z,0
67.03006833333333,-57.720173333333335,2022,1/11/2022,7:8:1,2022-11-01T07:08:01Z,2022-11-01 07:08,07:08:01,09:00:00,2023-04-03T23:00:00Z,0
67.030965,-57.719743333333334,2022,1/11/2022,7:9:0,2022-11-01T07:09:00Z,2022-11-01 07:09,07:09:00,09:00:00,2023-04-03T23:00:00Z,0
67.03181666666667,-57.71915166666667,2022,1/11/2022,7:10:1,2022-11-01T07:10:01Z,2022-11-01 07:10,07:10:01,09:00:00,2023-04-03T23:00:00Z,0
67.03274833333333,-57.718785,2022,1/11/2022,7:11:1,2022-11-01T07:11:01Z,2022-11-01 07:11,07:11:01,09:00:00,2023-04-03T23:00:00Z,0
67.03372666666667,-57.71843833333333,2022,1/11/2022,7:12:0,2022-11-01T07:12:00Z,2022-11-01 07:12,07:12:00,09:00:00,2023-04-03T23:00:00Z,0
67.03473333333334,-57.718021666666665,2022,1/11/2022,7:13:0,2022-11-01T07:13:00Z,2022-11-01 07:13,07:13:00,09:00:00,2023-04-03T23:00:00Z,0
67.03566,-57.71749,2022,1/11/2022,7:14:0,2022-11-01T07:14:00Z,2022-11-01 07:14,07:14:00,09:00:00,2023-04-03T23:00:00Z,0
67.03649333333334,-57.716995,2022,1/11/2022,7:15:0,2022-11-01T07:15:00Z,2022-11-01 07:15,07:15:00,09:00:00,2023-04-03T23:00:00Z,0
67.03729833333334,-57.716298333333334,2022,1/11/2022,7:16:1,2022-11-01T07:16:01Z,2022-11-01 07:16,07:16:01,09:00:00,2023-04-03T23:00:00Z,0
67.03808666666667,-57.715743333333336,2022,1/11/2022,7:17:1,2022-11-01T07:17:01Z,2022-11-01 07:17,07:17:01,09:00:00,2023-04-03T23:00:00Z,0
67.038885,-57.71526166666666,2022,1/11/2022,7:18:0,2022-11-01T07:18:00Z,2022-11-01 07:18,07:18:00,09:00:00,2023-04-03T23:00:00Z,0
67.03972666666667,-57.71466,2022,1/11/2022,7:19:0,2022-11-01T07:19:00Z,2022-11-01 07:19,07:19:00,09:00:00,2023-04-03T23:00:00Z,0
67.04053333333333,-57.71391333333333,2022,1/11/2022,7:20:1,2022-11-01T07:20:01Z,2022-11-01 07:20,07:20:01,09:00:00,2023-04-03T23:00:00Z,0
67.04141333333334,-57.713303333333336,2022,1/11/2022,7:21:0,2022-11-01T07:21:00Z,2022-11-01 07:21,07:21:00,09:00:00,2023-04-03T23:00:00Z,0
67.04227833333333,-57.71254166666667,2022,1/11/2022,7:22:1,2022-11-01T07:22:01Z,2022-11-01 07:22,07:22:01,09:00:00,2023-04-03T23:00:00Z,0
67.04321166666666,-57.71199333333333,2022,1/11/2022,7:23:0,2022-11-01T07:23:00Z,2022-11-01 07:23,07:23:00,09:00:00,2023-04-03T23:00:00Z,0
67.04412,-57.711351666666665,2022,1/11/2022,7:24:1,2022-11-01T07:24:01Z,2022-11-01 07:24,07:24:01,09:00:00,2023-04-03T23:00:00Z,0
67.045045,-57.710881666666666,2022,1/11/2022,7:25:0,2022-11-01T07:25:00Z,2022-11-01 07:25,07:25:00,09:00:00,2023-04-03T23:00:00Z,0
67.045765,-57.711133333333336,2022,1/11/2022,7:26:0,2022-11-01T07:26:00Z,2022-11-01 07:26,07:26:00,09:00:00,2023-04-03T23:00:00Z,0
67.04575666666666,-57.711958333333335,2022,1/11/2022,7:27:1,2022-11-01T07:27:01Z,2022-11-01 07:27,07:27:01,09:00:00,2023-04-03T23:00:00Z,0
67.04506333333333,-57.71227666666667,2022,1/11/2022,7:28:0,2022-11-01T07:28:00Z,2022-11-01 07:28,07:28:00,09:00:00,2023-04-03T23:00:00Z,0
67.04412,-57.71286166666667,2022,1/11/2022,7:29:0,2022-11-01T07:29:00Z,2022-11-01 07:29,07:29:00,09:00:00,2023-04-03T23:00:00Z,0
67.04290833333333,-57.71351833333333,2022,1/11/2022,7:30:0,2022-11-01T07:30:00Z,2022-11-01 07:30,07:30:00,09:00:00,2023-04-03T23:00:00Z,0
67.04142,-57.71454333333333,2022,1/11/2022,7:31:1,2022-11-01T07:31:01Z,2022-11-01 07:31,07:31:01,09:00:00,2023-04-03T23:00:00Z,0
67.03988,-57.715666666666664,2022,1/11/2022,7:32:1,2022-11-01T07:32:01Z,2022-11-01 07:32,07:32:01,09:00:00,2023-04-03T23:00:00Z,0
67.03828166666666,-57.71686,2022,1/11/2022,7:33:0,2022-11-01T07:33:00Z,2022-11-01 07:33,07:33:00,09:00:00,2023-04-03T23:00:00Z,0
67.036625,-57.718205,2022,1/11/2022,7:34:0,2022-11-01T07:34:00Z,2022-11-01 07:34,07:34:00,09:00:00,2023-04-03T23:00:00Z,0
67.03507,-57.71939666666667,2022,1/11/2022,7:35:1,2022-11-01T07:35:01Z,2022-11-01 07:35,07:35:01,09:00:00,2023-04-03T23:00:00Z,0
67.03376166666666,-57.720333333333336,2022,1/11/2022,7:36:0,2022-11-01T07:36:00Z,2022-11-01 07:36,07:36:00,09:00:00,2023-04-03T23:00:00Z,0
67.03251833333333,-57.721248333333335,2022,1/11/2022,7:37:0,2022-11-01T07:37:00Z,2022-11-01 07:37,07:37:00,09:00:00,2023-04-03T23:00:00Z,0
67.03126166666667,-57.72199333333333,2022,1/11/2022,7:38:1,2022-11-01T07:38:01Z,2022-11-01 07:38,07:38:01,09:00:00,2023-04-03T23:00:00Z,0
67.03006,-57.72262833333333,2022,1/11/2022,7:39:1,2022-11-01T07:39:01Z,2022-11-01 07:39,07:39:01,09:00:00,2023-04-03T23:00:00Z,0
67.02890333333333,-57.72331166666667,2022,1/11/2022,7:40:0,2022-11-01T07:40:00Z,2022-11-01 07:40,07:40:00,09:00:00,2023-04-03T23:00:00Z,0
67.02771833333334,-57.72405,2022,1/11/2022,7:41:0,2022-11-01T07:41:00Z,2022-11-01 07:41,07:41:00,09:00:00,2023-04-03T23:00:00Z,0
67.02652333333333,-57.72471,2022,1/11/2022,7:42:0,2022-11-01T07:42:00Z,2022-11-01 07:42,07:42:00,09:00:00,2023-04-03T23:00:00Z,0
67.02530666666667,-57.725548333333336,2022,1/11/2022,7:43:1,2022-11-01T07:43:01Z,2022-11-01 07:43,07:43:01,09:00:00,2023-04-03T23:00:00Z,0
67.024105,-57.7261,2022,1/11/2022,7:44:0,2022-11-01T07:44:00Z,2022-11-01 07:44,07:44:00,09:00:00,2023-04-03T23:00:00Z,0
67.0229,-57.72693,2022,1/11/2022,7:45:1,2022-11-01T07:45:01Z,2022-11-01 07:45,07:45:01,09:00:00,2023-04-03T23:00:00Z,0
67.02172666666667,-57.727603333333334,2022,1/11/2022,7:46:1,2022-11-01T07:46:01Z,2022-11-01 07:46,07:46:01,09:00:00,2023-04-03T23:00:00Z,0
67.02054833333334,-57.72814666666667,2022,1/11/2022,7:47:1,2022-11-01T07:47:01Z,2022-11-01 07:47,07:47:01,09:00:00,2023-04-03T23:00:00Z,0
67.01936166666667,-57.728773333333336,2022,1/11/2022,7:48:1,2022-11-01T07:48:01Z,2022-11-01 07:48,07:48:01,09:00:00,2023-04-03T23:00:00Z,0
67.01818,-57.72945333333333,2022,1/11/2022,7:49:1,2022-11-01T07:49:01Z,2022-11-01 07:49,07:49:01,09:00:00,2023-04-03T23:00:00Z,0
67.01698,-57.730215,2022,1/11/2022,7:50:1,2022-11-01T07:50:01Z,2022-11-01 07:50,07:50:01,09:00:00,2023-04-03T23:00:00Z,0
67.01575166666667,-57.73088833333333,2022,1/11/2022,7:51:0,2022-11-01T07:51:00Z,2022-11-01 07:51,07:51:00,09:00:00,2023-04-03T23:00:00Z,0
67.01452166666667,-57.73159666666667,2022,1/11/2022,7:52:0,2022-11-01T07:52:00Z,2022-11-01 07:52,07:52:00,09:00:00,2023-04-03T23:00:00Z,0
67.01334,-57.732283333333335,2022,1/11/2022,7:53:0,2022-11-01T07:53:00Z,2022-11-01 07:53,07:53:00,09:00:00,2023-04-03T23:00:00Z,0
67.01210833333333,-57.732905,2022,1/11/2022,7:54:0,2022-11-01T07:54:00Z,2022-11-01 07:54,07:54:00,09:00:00,2023-04-03T23:00:00Z,0
67.01090833333333,-57.73356166666667,2022,1/11/2022,7:55:0,2022-11-01T07:55:00Z,2022-11-01 07:55,07:55:00,09:00:00,2023-04-03T23:00:00Z,0
67.00974333333333,-57.73415166666667,2022,1/11/2022,7:56:0,2022-11-01T07:56:00Z,2022-11-01 07:56,07:56:00,09:00:00,2023-04-03T23:00:00Z,0
67.00856666666667,-57.73471333333333,2022,1/11/2022,7:57:0,2022-11-01T07:57:00Z,2022-11-01 07:57,07:57:00,09:00:00,2023-04-03T23:00:00Z,0
67.00736,-57.735328333333335,2022,1/11/2022,7:58:0,2022-11-01T07:58:00Z,2022-11-01 07:58,07:58:00,09:00:00,2023-04-03T23:00:00Z,0
67.00616166666667,-57.736021666666666,2022,1/11/2022,7:59:0,2022-11-01T07:59:00Z,2022-11-01 07:59,07:59:00,09:00:00,2023-04-03T23:00:00Z,0
67.00492333333334,-57.73671,2022,1/11/2022,8:0:1,2022-11-01T08:00:01Z,2022-11-01 08:00,08:00:01,09:00:00,2023-04-03T23:00:00Z,0
67.00370833333334,-57.73737333333333,2022,1/11/2022,8:1:0,2022-11-01T08:01:00Z,2022-11-01 08:01,08:01:00,09:00:00,2023-04-03T23:00:00Z,0
67.00247666666667,-57.73809,2022,1/11/2022,8:2:1,2022-11-01T08:02:01Z,2022-11-01 08:02,08:02:01,09:00:00,2023-04-03T23:00:00Z,0
67.001215,-57.738395,2022,1/11/2022,8:3:0,2022-11-01T08:03:00Z,2022-11-01 08:03,08:03:00,09:00:00,2023-04-03T23:00:00Z,0
66.99992333333333,-57.73864833333333,2022,1/11/2022,8:4:0,2022-11-01T08:04:00Z,2022-11-01 08:04,08:04:00,09:00:00,2023-04-03T23:00:00Z,0
66.99865333333334,-57.738798333333335,2022,1/11/2022,8:5:0,2022-11-01T08:05:00Z,2022-11-01 08:05,08:05:00,09:00:00,2023-04-03T23:00:00Z,0
66.99737,-57.73907,2022,1/11/2022,8:6:0,2022-11-01T08:06:00Z,2022-11-01 08:06,08:06:00,09:00:00,2023-04-03T23:00:00Z,0
66.99600666666667,-57.739245,2022,1/11/2022,8:7:1,2022-11-01T08:07:01Z,2022-11-01 08:07,08:07:01,09:00:00,2023-04-03T23:00:00Z,0
66.99470166666667,-57.739488333333334,2022,1/11/2022,8:8:1,2022-11-01T08:08:01Z,2022-11-01 08:08,08:08:01,09:00:00,2023-04-03T23:00:00Z,0
66.99340666666667,-57.73978833333334,2022,1/11/2022,8:9:0,2022-11-01T08:09:00Z,2022-11-01 08:09,08:09:00,09:00:00,2023-04-03T23:00:00Z,0
66.99207,-57.740046666666665,2022,1/11/2022,8:10:1,2022-11-01T08:10:01Z,2022-11-01 08:10,08:10:01,09:00:00,2023-04-03T23:00:00Z,0
66.99077166666666,-57.74029,2022,1/11/2022,8:11:0,2022-11-01T08:11:00Z,2022-11-01 08:11,08:11:00,09:00:00,2023-04-03T23:00:00Z,0
66.98946833333333,-57.740606666666665,2022,1/11/2022,8:12:1,2022-11-01T08:12:01Z,2022-11-01 08:12,08:12:01,09:00:00,2023-04-03T23:00:00Z,0
66.98823166666666,-57.74082,2022,1/11/2022,8:13:0,2022-11-01T08:13:00Z,2022-11-01 08:13,08:13:00,09:00:00,2023-04-03T23:00:00Z,0
66.986945,-57.74102666666667,2022,1/11/2022,8:14:1,2022-11-01T08:14:01Z,2022-11-01 08:14,08:14:01,09:00:00,2023-04-03T23:00:00Z,0
66.98571166666666,-57.741165,2022,1/11/2022,8:15:0,2022-11-01T08:15:00Z,2022-11-01 08:15,08:15:00,09:00:00,2023-04-03T23:00:00Z,0
66.98444166666667,-57.74131,2022,1/11/2022,8:16:0,2022-11-01T08:16:00Z,2022-11-01 08:16,08:16:00,09:00:00,2023-04-03T23:00:00Z,0
66.98316333333334,-57.741395,2022,1/11/2022,8:17:0,2022-11-01T08:17:00Z,2022-11-01 08:17,08:17:00,09:00:00,2023-04-03T23:00:00Z,0
66.98197,-57.74048666666667,2022,1/11/2022,8:18:0,2022-11-01T08:18:00Z,2022-11-01 08:18,08:18:00,09:00:00,2023-04-03T23:00:00Z,0
66.98134166666667,-57.73789166666667,2022,1/11/2022,8:19:0,2022-11-01T08:19:00Z,2022-11-01 08:19,08:19:00,09:00:00,2023-04-03T23:00:00Z,0
66.98167166666667,-57.735615,2022,1/11/2022,8:20:1,2022-11-01T08:20:01Z,2022-11-01 08:20,08:20:01,09:00:00,2023-04-03T23:00:00Z,0
66.98230666666667,-57.734658333333336,2022,1/11/2022,8:21:0,2022-11-01T08:21:00Z,2022-11-01 08:21,08:21:00,09:00:00,2023-04-03T23:00:00Z,0
66.98309,-57.734116666666665,2022,1/11/2022,8:22:1,2022-11-01T08:22:01Z,2022-11-01 08:22,08:22:01,09:00:00,2023-04-03T23:00:00Z,0
66.98380166666666,-57.73361166666667,2022,1/11/2022,8:23:1,2022-11-01T08:23:01Z,2022-11-01 08:23,08:23:01,09:00:00,2023-04-03T23:00:00Z,0
66.98449833333333,-57.73310333333333,2022,1/11/2022,8:24:1,2022-11-01T08:24:01Z,2022-11-01 08:24,08:24:01,09:00:00,2023-04-03T23:00:00Z,0
66.98517333333334,-57.732551666666666,2022,1/11/2022,8:25:0,2022-11-01T08:25:00Z,2022-11-01 08:25,08:25:00,09:00:00,2023-04-03T23:00:00Z,0
66.98587,-57.732033333333334,2022,1/11/2022,8:26:1,2022-11-01T08:26:01Z,2022-11-01 08:26,08:26:01,09:00:00,2023-04-03T23:00:00Z,0
66.98645333333333,-57.731426666666664,2022,1/11/2022,8:27:1,2022-11-01T08:27:01Z,2022-11-01 08:27,08:27:01,09:00:00,2023-04-03T23:00:00Z,0
66.98705666666666,-57.730693333333335,2022,1/11/2022,8:28:1,2022-11-01T08:28:01Z,2022-11-01 08:28,08:28:01,09:00:00,2023-04-03T23:00:00Z,0
66.98767333333333,-57.73014833333333,2022,1/11/2022,8:29:1,2022-11-01T08:29:01Z,2022-11-01 08:29,08:29:01,09:00:00,2023-04-03T23:00:00Z,0
66.98835666666666,-57.729638333333334,2022,1/11/2022,8:30:0,2022-11-01T08:30:00Z,2022-11-01 08:30,08:30:00,09:00:00,2023-04-03T23:00:00Z,0
66.98898833333334,-57.729011666666665,2022,1/11/2022,8:31:1,2022-11-01T08:31:01Z,2022-11-01 08:31,08:31:01,09:00:00,2023-04-03T23:00:00Z,0
66.989575,-57.72839166666667,2022,1/11/2022,8:32:1,2022-11-01T08:32:01Z,2022-11-01 08:32,08:32:01,09:00:00,2023-04-03T23:00:00Z,0
66.99019166666666,-57.727916666666665,2022,1/11/2022,8:33:1,2022-11-01T08:33:01Z,2022-11-01 08:33,08:33:01,09:00:00,2023-04-03T23:00:00Z,0
66.990735,-57.72732166666667,2022,1/11/2022,8:34:0,2022-11-01T08:34:00Z,2022-11-01 08:34,08:34:00,09:00:00,2023-04-03T23:00:00Z,0
66.99133166666667,-57.726668333333336,2022,1/11/2022,8:35:0,2022-11-01T08:35:00Z,2022-11-01 08:35,08:35:00,09:00:00,2023-04-03T23:00:00Z,0
66.991945,-57.726191666666665,2022,1/11/2022,8:36:1,2022-11-01T08:36:01Z,2022-11-01 08:36,08:36:01,09:00:00,2023-04-03T23:00:00Z,0
66.992455,-57.72556,2022,1/11/2022,8:37:0,2022-11-01T08:37:00Z,2022-11-01 08:37,08:37:00,09:00:00,2023-04-03T23:00:00Z,0
66.99301333333334,-57.72492333333334,2022,1/11/2022,8:38:0,2022-11-01T08:38:00Z,2022-11-01 08:38,08:38:00,09:00:00,2023-04-03T23:00:00Z,0
66.993505,-57.724333333333334,2022,1/11/2022,8:39:0,2022-11-01T08:39:00Z,2022-11-01 08:39,08:39:00,09:00:00,2023-04-03T23:00:00Z,0
66.994,-57.7237,2022,1/11/2022,8:40:1,2022-11-01T08:40:01Z,2022-11-01 08:40,08:40:01,09:00:00,2023-04-03T23:00:00Z,0
66.99471666666666,-57.72311,2022,1/11/2022,8:41:0,2022-11-01T08:41:00Z,2022-11-01 08:41,08:41:00,09:00:00,2023-04-03T23:00:00Z,0
66.99553,-57.722525,2022,1/11/2022,8:42:0,2022-11-01T08:42:00Z,2022-11-01 08:42,08:42:00,09:00:00,2023-04-03T23:00:00Z,0
66.99635166666667,-57.721835,2022,1/11/2022,8:43:1,2022-11-01T08:43:01Z,2022-11-01 08:43,08:43:01,09:00:00,2023-04-03T23:00:00Z,0
66.99721,-57.72127666666667,2022,1/11/2022,8:44:0,2022-11-01T08:44:00Z,2022-11-01 08:44,08:44:00,09:00:00,2023-04-03T23:00:00Z,0
66.99812666666666,-57.720711666666666,2022,1/11/2022,8:45:0,2022-11-01T08:45:00Z,2022-11-01 08:45,08:45:00,09:00:00,2023-04-03T23:00:00Z,0
66.99898666666667,-57.720236666666665,2022,1/11/2022,8:46:0,2022-11-01T08:46:00Z,2022-11-01 08:46,08:46:00,09:00:00,2023-04-03T23:00:00Z,0
66.99979166666667,-57.719728333333336,2022,1/11/2022,8:47:1,2022-11-01T08:47:01Z,2022-11-01 08:47,08:47:01,09:00:00,2023-04-03T23:00:00Z,0
67.00054666666666,-57.719166666666666,2022,1/11/2022,8:48:0,2022-11-01T08:48:00Z,2022-11-01 08:48,08:48:00,09:00:00,2023-04-03T23:00:00Z,0
67.00139166666666,-57.7187,2022,1/11/2022,8:49:0,2022-11-01T08:49:00Z,2022-11-01 08:49,08:49:00,09:00:00,2023-04-03T23:00:00Z,0
67.00228,-57.71812166666667,2022,1/11/2022,8:50:1,2022-11-01T08:50:01Z,2022-11-01 08:50,08:50:01,09:00:00,2023-04-03T23:00:00Z,0
67.00317666666666,-57.71763333333333,2022,1/11/2022,8:51:0,2022-11-01T08:51:00Z,2022-11-01 08:51,08:51:00,09:00:00,2023-04-03T23:00:00Z,0
67.00415833333334,-57.717108333333336,2022,1/11/2022,8:52:0,2022-11-01T08:52:00Z,2022-11-01 08:52,08:52:00,09:00:00,2023-04-03T23:00:00Z,0
67.00506166666666,-57.716775,2022,1/11/2022,8:53:0,2022-11-01T08:53:00Z,2022-11-01 08:53,08:53:00,09:00:00,2023-04-03T23:00:00Z,0
67.00598166666667,-57.716395,2022,1/11/2022,8:54:0,2022-11-01T08:54:00Z,2022-11-01 08:54,08:54:00,09:00:00,2023-04-03T23:00:00Z,0
67.006855,-57.71599333333333,2022,1/11/2022,8:55:0,2022-11-01T08:55:00Z,2022-11-01 08:55,08:55:00,09:00:00,2023-04-03T23:00:00Z,0
67.00769333333334,-57.71566166666667,2022,1/11/2022,8:56:0,2022-11-01T08:56:00Z,2022-11-01 08:56,08:56:00,09:00:00,2023-04-03T23:00:00Z,0
67.008585,-57.71541666666667,2022,1/11/2022,8:57:1,2022-11-01T08:57:01Z,2022-11-01 08:57,08:57:01,09:00:00,2023-04-03T23:00:00Z,0
67.00944833333334,-57.715028333333336,2022,1/11/2022,8:58:0,2022-11-01T08:58:00Z,2022-11-01 08:58,08:58:00,09:00:00,2023-04-03T23:00:00Z,0
67.01035333333333,-57.71477333333333,2022,1/11/2022,8:59:0,2022-11-01T08:59:00Z,2022-11-01 08:59,08:59:00,09:00:00,2023-04-03T23:00:00Z,0
67.01130666666667,-57.71452333333333,2022,1/11/2022,9:0:0,2022-11-01T09:00:00Z,2022-11-01 09:00,09:00:00,09:00:00,2023-04-03T23:00:00Z,1
67.01214833333333,-57.714235,2022,1/11/2022,9:1:0,2022-11-01T09:01:00Z,2022-11-01 09:01,09:01:00,09:00:00,2023-04-03T23:00:00Z,1
67.012925,-57.713915,2022,1/11/2022,9:2:1,2022-11-01T09:02:01Z,2022-11-01 09:02,09:02:01,09:00:00,2023-04-03T23:00:00Z,1
67.01376666666667,-57.71358333333333,2022,1/11/2022,9:3:1,2022-11-01T09:03:01Z,2022-11-01 09:03,09:03:01,09:00:00,2023-04-03T23:00:00Z,1
67.01466,-57.713255,2022,1/11/2022,9:4:1,2022-11-01T09:04:01Z,2022-11-01 09:04,09:04:01,09:00:00,2023-04-03T23:00:00Z,1
